"gender","age","major","attendance_pct","study_hours_per_day","previous_gpa","sleep_hours","social_hours_week","final_cgpa"
"Male",22,"Business",56.7,4.2,3.99,5,9,3.78
"Male",22,"Computer Science",78.7,1.7,2.79,8.5,4,2.6
"Female",20,"Economics",91.7,5.7,3.13,6.2,11,3.55
"Male",21,"Mathematics",91.9,3.3,3,8.7,5,3.03
"Female",18,"Economics",100,4,3.21,7.6,6,3.64
"Male",18,"Business",100,3,2.79,7.9,16,2.73
"Female",20,"Business",80.7,2.1,3,6.2,7,3.35
"Female",20,"Psychology",100,4.4,3.3,5.3,10,3.53
"Female",21,"Computer Science",74.3,5.1,2.67,5.3,6,2.69
"Female",23,"Engineering",99,13.4,3.64,4.4,5,4
"Female",22,"Economics",100,2.8,3.69,6.4,4,3.86
"Male",19,"Business",100,6.3,3.4,6.1,8,3.78
"Male",23,"Mathematics",86.6,3.3,3.13,8.5,6,3.38
"Male",24,"Economics",80,6.6,1.6,5.4,7,2.11
"Female",22,"Psychology",62.1,5.6,3.31,10,8,3.52
"Male",18,"Psychology",89.7,2.9,2.9,5.5,10,3.1
"Female",24,"Business",68.3,2,2.98,5.6,8,2.66
"Male",23,"Business",73.1,1.6,2.15,4.8,8,2.16
"Male",20,"Business",67.1,6.9,3.35,7,10,3.51
"Female",21,"Engineering",78.1,2.3,2.38,6.5,14,2.19
"Male",22,"Business",84.6,1.4,3.16,6.8,9,3.57
"Male",21,"Economics",89.1,6.9,3.55,7.6,11,3.96
"Male",24,"Economics",76,4.1,2.87,8.5,6,2.89
"Female",22,"Computer Science",100,3.4,3.71,5.2,6,3.79
"Female",23,"Mathematics",81.9,6,2.73,7,14,3.27
"Male",18,"Business",73.2,3.3,3.4,8.3,10,3.51
"Male",19,"Economics",88.4,5.7,2.45,5.4,7,2.98
"Male",21,"Economics",100,2.9,3.62,10,14,3.67
"Female",21,"Economics",90,8.3,3.54,10,10,4
"Female",19,"Engineering",79.6,2.6,3.33,6.9,8,3.38
"Male",21,"Mathematics",62.1,5.7,2.9,5.3,9,3.06
"Male",21,"Psychology",81.7,7.5,2.4,5.5,9,2.76
"Male",22,"Economics",88.5,0.3,2.9,7.4,4,3.03
"Female",22,"Business",79.2,5.4,3.66,8,4,3.72
"Female",19,"Economics",60,2.6,3.16,4.2,8,3.15
"Male",24,"Mathematics",72.2,6,2.32,5.6,10,2.49
"Male",18,"Psychology",100,4.6,2.54,7.2,11,2.82
"Male",23,"Engineering",100,5.3,3.73,4.9,10,4
"Female",23,"Computer Science",71.7,3.9,3.34,6.6,10,3.24
"Male",24,"Business",95.1,7.7,2.48,7.6,7,2.82
"Female",21,"Computer Science",67.3,1.6,2.22,6.8,6,2.19
"Female",18,"Engineering",100,7.3,2.79,5.9,5,3.34
"Male",19,"Mathematics",88.7,2.9,2.17,7.1,8,2.63
"Male",24,"Mathematics",99.2,1.1,3.02,7.8,6,3.27
"Male",19,"Engineering",59.3,4.2,4,5.6,4,3.78
"Female",22,"Economics",95.2,2.7,2.3,7.5,11,2.55
"Female",21,"Engineering",84.9,5.2,3.01,7.5,8,3.57
"Female",20,"Business",97.8,5.5,3.76,7.8,7,4
"Male",19,"Psychology",98.7,3.7,3.47,7.4,10,3.73
"Male",24,"Computer Science",86,5.4,3.03,7.2,12,3.49
"Female",21,"Computer Science",76,4.8,3.03,6.8,12,2.94
"Female",18,"Mathematics",96.7,4.2,2.52,6.6,9,2.74
"Male",24,"Economics",84.1,3.6,2.97,8.1,6,3.38
"Female",22,"Mathematics",71.9,3,3.22,6.9,6,3.02
"Female",23,"Business",71.2,10.2,3.65,7.8,3,3.89
"Female",18,"Engineering",62.8,4,2.79,7.8,4,2.7
"Female",19,"Computer Science",77.3,4.9,3.01,5.6,10,3.08
"Female",19,"Business",100,5.8,2.63,6.5,16,2.61
"Female",18,"Mathematics",87.7,3.5,3.21,6.9,5,3.34
"Male",19,"Mathematics",77.1,5.1,3.49,7.1,6,3.77
"Male",24,"Computer Science",97.1,9.7,3.41,7.6,9,4
"Female",21,"Mathematics",72.5,2.6,2.51,7.3,6,2.43
"Male",19,"Economics",86.4,9.7,3.17,7.1,4,3.65
"Male",22,"Mathematics",82.3,6.1,2.76,6.3,7,3.29
"Male",21,"Psychology",96.7,2.9,3.61,8.6,8,3.96
"Male",24,"Engineering",61.3,2.5,3.02,7.5,13,3.18
"Female",20,"Mathematics",72.2,9.6,2.34,6.8,7,2.52
"Female",19,"Psychology",60.4,7,2.99,6.4,8,3.23
"Male",19,"Business",81.1,3.8,3.33,7.4,7,3.64
"Male",22,"Mathematics",100,3.1,3.22,7,5,3.39
"Male",24,"Economics",77.4,2.9,2.84,4.7,6,2.86
"Female",22,"Business",77.3,3.7,2.81,5.5,8,2.86
"Female",23,"Mathematics",98.1,3.9,2.61,9,6,3.04
"Male",24,"Computer Science",100,4.5,2.9,7.6,9,3.11
"Female",18,"Psychology",83.7,2.3,2.67,6,7,2.83
"Female",18,"Psychology",95.3,2.8,3.59,6.4,9,4
"Female",18,"Computer Science",68.8,3.6,2.65,5.7,16,2.24
"Female",22,"Engineering",100,11.6,3.16,6.2,10,3.88
"Male",18,"Economics",100,4.8,3.13,8.5,11,3.46
"Female",24,"Psychology",92.8,1.8,3.57,6.7,2,3.77
"Male",18,"Business",53.7,2.3,3.64,8.2,6,3.02
"Female",20,"Economics",76.6,9.6,3.45,9.4,8,3.72
"Female",18,"Psychology",94.2,7.8,3.28,6.4,6,3.71
"Female",19,"Engineering",78.7,3.3,2.58,5.1,10,2.68
"Female",23,"Business",100,5.4,2.57,7.6,8,3.07
"Male",22,"Economics",93.8,5.1,2.68,5.8,7,3.12
"Male",21,"Business",74.4,4.1,3.48,7,3,3.72
"Female",23,"Computer Science",85.5,2.5,3.14,7.3,5,3.24
"Female",20,"Mathematics",71.6,1.3,3.53,9.8,13,3.2
"Male",22,"Computer Science",82.3,6.6,3.6,7.5,4,4
"Male",24,"Economics",76.7,5.1,2.74,6.3,11,3
"Male",22,"Mathematics",100,2.5,3.12,7.9,12,3.2
"Female",19,"Computer Science",100,7.6,3.09,8.2,14,3.7
"Female",24,"Mathematics",63.5,9.4,2.94,8.8,13,3.14
"Male",23,"Psychology",56.2,4.7,2.83,5.6,11,2.5
"Male",23,"Business",81.3,4,3.69,8.9,4,4
"Female",18,"Mathematics",62.2,1.5,3.13,10,6,2.87
"Female",24,"Psychology",85.7,3.7,3.11,8.9,10,3.38
"Male",19,"Engineering",96.2,2.1,2.7,9.2,11,2.79
"Female",18,"Computer Science",100,3.8,3.44,6.3,4,3.63
"Male",18,"Engineering",88,7.1,2.6,9.5,4,2.95
"Male",22,"Economics",82.1,5.8,3.33,6.3,5,3.64
"Female",23,"Psychology",55.3,7.7,3.34,6.9,7,3.28
"Female",18,"Engineering",85.4,3.5,2.89,6.3,7,3.23
"Female",20,"Engineering",86.1,1.8,3.26,6.1,8,3.47
"Female",20,"Psychology",94.6,3.4,3.19,7,6,3.38
"Female",23,"Business",74.4,4.7,3.08,5.3,9,2.91
"Male",20,"Mathematics",78.5,7.9,3.11,6,10,3.2
"Male",22,"Economics",62.8,6.5,3.13,5.5,6,3.05
"Male",19,"Economics",50.6,1.4,3.16,9.3,14,2.6
"Male",21,"Computer Science",68.4,4.6,3.13,9.4,8,2.91
"Female",18,"Mathematics",61.4,7.1,2.55,10,6,2.48
"Female",21,"Computer Science",90.1,8.2,3.02,6.9,6,3.57
"Male",19,"Economics",77.2,7.4,3.23,7,9,3.32
"Male",19,"Mathematics",76.9,2.7,3.15,8.2,12,2.94
"Female",22,"Engineering",70.2,2.8,3.58,5.1,12,3.41
"Male",20,"Business",36.5,10.2,3.41,5.5,7,3.19
"Female",20,"Engineering",100,3.2,2.66,4.6,4,2.76
"Female",19,"Business",70,9.3,3.02,8.3,8,3.35
"Female",22,"Psychology",78.8,2.4,2.94,5.7,9,2.75
"Male",22,"Computer Science",63.2,3.8,3.1,8.5,8,2.91
"Male",23,"Computer Science",99.6,1,3.1,6.3,11,3.18
"Female",24,"Psychology",87.2,3.7,3.41,7,7,3.94
"Female",18,"Mathematics",72.6,2.5,3.19,6.7,16,2.72
"Male",24,"Psychology",79.1,5.8,3.72,7.3,8,4
"Female",20,"Economics",100,5.8,3.22,6.3,5,3.49
"Male",19,"Psychology",83.9,5.2,2.68,8.6,9,3.14
"Female",23,"Business",82.3,2.6,2.87,6.7,11,3.15
"Male",21,"Economics",70.9,7.7,3.4,7.5,10,3.68
"Female",20,"Psychology",56.6,4.2,2.29,7.2,9,1.95
"Male",18,"Computer Science",82.6,6.1,2.43,5.5,6,2.94
"Male",22,"Engineering",89.9,7.4,3.11,9,8,3.56
"Male",19,"Business",100,4.5,3.58,6,11,4
"Male",20,"Business",51.3,1.7,3.75,8.2,6,3.31
"Female",21,"Mathematics",68.1,4.8,2.99,8.1,9,2.83
"Female",18,"Engineering",76.3,3.7,3.63,4.8,6,3.7
"Male",18,"Business",84.9,2.4,3.14,6.7,6,3.28
"Male",23,"Psychology",82.8,8.7,2.33,7.9,10,2.83
"Female",20,"Business",83.2,3.5,3.1,6.6,8,3.49
"Female",21,"Business",91.1,5.6,2.79,6.8,6,3.06
"Female",18,"Business",71.5,6.4,3.56,7.3,6,3.9
"Male",19,"Mathematics",99,4.8,3.09,6.4,8,3.33
"Male",18,"Business",91.5,3.2,2.46,7.5,5,2.84
"Female",21,"Business",80.2,1.6,2.35,7.1,11,2.63
"Male",22,"Mathematics",100,5.2,3.09,6.7,11,3.58
"Female",22,"Economics",100,3.5,1.89,5.5,3,2.09
"Male",23,"Engineering",99,10,2.84,7.6,6,3.44
"Female",20,"Economics",39.7,2.8,3.22,4,8,3
"Male",21,"Computer Science",100,1,2.57,7.4,6,2.9
"Female",23,"Mathematics",96.9,2,3.6,7,13,3.84
"Male",24,"Mathematics",100,7.4,3.7,5.8,7,3.99
"Female",18,"Business",100,6.5,2.59,4.9,5,3.12
"Male",24,"Business",100,8.7,2.95,7.6,10,3.59
"Female",18,"Computer Science",98.2,3.7,3.6,6.6,14,3.79
"Female",22,"Business",100,6,3.1,7.2,5,3.42
"Female",23,"Psychology",100,4.7,2.4,4.2,2,2.7
"Female",22,"Business",88.2,2.9,3.03,7.7,6,3.33
"Female",19,"Business",61.4,4.2,2.67,8.4,6,2.59
"Female",24,"Psychology",80.4,3.3,3.65,6.8,9,3.94
"Male",24,"Computer Science",90.8,8.4,3.4,5.7,12,3.74
"Female",22,"Psychology",86.1,2.9,2.94,7.7,11,3.14
"Male",19,"Mathematics",66.3,9.1,3.17,6.6,10,3.47
"Male",18,"Psychology",60.5,2.8,2.45,8.3,6,2.17
"Male",23,"Engineering",73.9,3.3,2.72,7,12,2.68
"Male",19,"Mathematics",97.1,4.3,3.88,4,8,4
"Female",23,"Business",100,2.7,3.13,4,8,3.18
"Female",24,"Mathematics",98.7,4.3,3.57,5.9,10,3.69
"Female",23,"Computer Science",100,4.6,3.22,7.7,8,3.46
"Male",24,"Computer Science",83.8,8.2,3.76,6.3,6,4
"Male",19,"Psychology",58.9,1,2.1,7.7,6,1.65
"Male",24,"Mathematics",78.2,2.8,3.01,6,7,2.84
"Male",20,"Business",81.1,9.8,3.92,10,4,4
"Male",24,"Computer Science",77.5,3.3,3.58,6.7,4,3.59
"Male",22,"Economics",85.8,3.3,3.76,7.4,12,4
"Male",19,"Business",91.6,2.7,3.1,5.6,9,3.17
"Female",18,"Economics",97.8,6,2.83,6.4,11,3.43
"Female",23,"Engineering",80.8,1.5,2.59,7.7,9,2.95
"Female",21,"Economics",56.4,5.1,2.55,6.9,7,2.17
"Female",19,"Computer Science",77.8,10.5,3.5,4,6,3.87
"Female",22,"Psychology",85.7,1.3,3.36,7.7,9,3.45
"Male",24,"Engineering",100,6,3.07,7.9,7,3.54
"Female",23,"Mathematics",76.5,1.9,3.35,8.1,5,3.34
"Female",20,"Business",92.7,5.2,3.17,8.6,7,3.65
"Male",18,"Computer Science",89.4,5,3.58,7.3,9,3.85
"Male",20,"Engineering",85.7,6.2,3.58,10,7,4
"Female",21,"Engineering",99,3,2.57,7.4,4,2.7
"Male",19,"Computer Science",75.1,3.1,3.24,4,5,3.31
"Female",23,"Mathematics",76.4,6.3,2.27,7.3,11,2.54
"Female",19,"Mathematics",84.8,3,3.17,8.7,4,3.54
"Male",22,"Psychology",75.4,6.7,3.4,4.9,6,3.43
"Male",19,"Economics",92.6,0.8,2.44,6.6,6,2.81
"Male",18,"Mathematics",74.3,4.8,2.89,8.8,5,3.01
"Male",21,"Psychology",88.4,6.5,3.1,6.2,9,3.51
"Male",20,"Economics",83.5,3.7,3.22,6.6,8,3.49
"Female",21,"Engineering",88.2,8.4,2.96,8.2,8,3.37
"Male",23,"Computer Science",78.1,3.1,2.51,5.1,4,2.45
"Male",19,"Mathematics",79.9,4.7,3.07,7,4,3.03
"Male",23,"Psychology",86.4,7.1,2.27,5.5,10,2.65
"Female",20,"Engineering",88,2.1,2.98,6.6,4,3.06
"Male",23,"Mathematics",84.9,7.5,2.88,7.4,6,3.35
"Male",22,"Business",100,5,3.03,8.6,8,3.4
"Female",21,"Engineering",70.1,2.6,2.82,7.5,10,2.84
"Female",20,"Mathematics",84,4.1,2.35,6.2,12,2.63
"Male",20,"Engineering",61.4,2.5,2.92,8.8,6,2.7
"Female",24,"Computer Science",90.6,5.7,3.57,7.9,6,3.94
"Male",20,"Computer Science",68.3,3.6,3.73,4.1,7,3.49
"Male",24,"Computer Science",80.8,3.3,4,8.3,10,4
"Male",18,"Economics",79.4,5.8,3.95,7.1,9,4
"Male",24,"Business",89.2,3.7,2.5,7,6,2.71
"Female",21,"Computer Science",76.7,4.2,2.9,8.8,14,2.72
"Male",23,"Business",76.1,4,3.09,6.7,11,3.28
"Male",24,"Computer Science",100,1,3.06,8.3,9,3.05
"Female",20,"Economics",89.3,1.7,3.13,8.9,7,3.17
"Female",21,"Engineering",76.6,2.8,4,7.1,7,3.98
"Male",24,"Mathematics",81.2,2.9,2.56,7.7,6,2.84
"Female",24,"Mathematics",100,0.9,2.74,8,16,2.51
"Male",20,"Computer Science",81.5,4.2,3.92,7.7,7,4
"Female",22,"Mathematics",74.7,3.9,2.79,8.3,12,2.81
"Female",22,"Computer Science",74.7,4.5,3.3,5.4,7,3.27
"Female",24,"Computer Science",76.8,3.4,3.62,6,10,3.8
"Male",22,"Psychology",76.1,8.9,3.34,5.1,4,3.73
"Male",19,"Psychology",65.8,5.5,3.2,9.5,10,3.24
"Male",20,"Psychology",68.1,9.6,3.57,4.5,7,3.99
"Male",19,"Business",72.6,2.1,2.65,9,4,2.56
"Male",21,"Psychology",93.9,3.4,2.85,7.7,7,3.18
"Female",19,"Computer Science",79.3,3,3.37,5.7,9,3.42
"Male",21,"Economics",81.9,1.4,2.07,5.1,7,2.38
"Male",24,"Economics",100,3.7,3.81,6.9,11,4
"Female",21,"Engineering",100,0.9,3.25,6.7,7,3.55
"Male",21,"Psychology",80.8,5.7,3.18,7.6,6,3.61
"Female",23,"Economics",75.5,7.8,2.28,4,12,2.34
"Male",19,"Psychology",72,3.6,2.46,6.7,7,2.51
"Male",23,"Engineering",95.4,4.5,2.9,5.7,8,3.29
"Male",24,"Economics",81.9,7.8,3.5,8.9,7,3.75
"Male",20,"Computer Science",79.2,2.3,2.06,7.6,8,1.93
"Female",19,"Business",72.8,1.4,3.49,6.2,10,3.35
"Male",20,"Psychology",73.5,0.9,2.92,9.1,6,2.83
"Male",20,"Economics",89.8,2.5,2.99,6.3,9,3.31
"Male",21,"Economics",65.3,2.7,3.23,6.8,2,3.19
"Male",19,"Engineering",99.9,6,3.23,7.4,8,3.85
"Female",20,"Computer Science",77,1.7,2.74,8.4,5,2.59
"Male",22,"Mathematics",82.8,1.4,3.41,7,12,3.72
"Female",20,"Economics",64.9,6.5,1.94,9.1,7,2.08
"Female",22,"Business",84.8,2.9,2.87,6.4,8,3.31
"Female",19,"Engineering",80.1,4.5,3.18,5.5,9,3.58
"Female",24,"Economics",84.2,6.2,2.93,9.4,10,3.49
"Male",23,"Economics",100,14,2.19,6.5,7,2.99
"Male",19,"Engineering",87.7,5.1,3.48,7.9,7,3.75
"Male",23,"Engineering",73.1,2.7,2.48,8.2,11,2.47
"Female",23,"Psychology",74.3,6.5,3.07,10,12,3.29
"Female",19,"Economics",93.9,2.2,3.18,6.6,10,3.26
"Male",20,"Mathematics",100,7.8,3.11,7.8,8,3.58
"Female",18,"Business",89.2,2.6,3.68,5.8,13,3.98
"Male",20,"Computer Science",95.3,2,3.07,6.3,3,3.39
"Female",20,"Computer Science",94.1,4.2,3.31,5.9,10,3.67
"Male",24,"Mathematics",100,5,3.07,8.3,6,3.39
"Female",21,"Engineering",55.8,2,3.41,8.4,9,2.91
"Female",21,"Engineering",95,2.8,3.8,7.6,3,4
"Male",20,"Engineering",99.8,5.3,3.17,5.8,8,3.51
"Male",22,"Economics",64.9,4.6,3.49,6,8,3.58
"Male",24,"Engineering",71.7,5.2,3.83,5.9,10,3.93
"Male",23,"Engineering",72.2,7.9,3.78,7.5,4,3.9
"Male",21,"Economics",74.1,4.8,2.91,4.6,3,2.93
"Female",20,"Economics",77.8,9.1,3.62,6.4,4,3.85
"Female",24,"Mathematics",88.6,6.7,3.22,5,10,3.41
"Male",18,"Psychology",98,2.8,3.66,7.8,4,4
"Male",22,"Economics",100,8.1,3.38,5.5,6,3.82
"Female",19,"Business",72.4,4.7,3.24,9.9,6,3.39
"Female",20,"Engineering",72.3,7.4,3.32,8.6,6,3.44
"Male",24,"Psychology",100,5.2,3.23,6.9,12,3.44
"Female",20,"Computer Science",94.7,10.3,3.25,7.6,7,3.88
"Male",23,"Mathematics",86.2,2,3.02,7.7,9,3.14
"Male",22,"Psychology",92.1,3.6,2.97,5.6,7,3.37
"Male",21,"Economics",84.6,5.8,3.98,8.9,3,4
"Male",21,"Engineering",92.9,4.4,3.34,6.9,9,3.71
"Male",21,"Engineering",80,2.2,2.81,5.8,4,2.92
"Female",19,"Engineering",89,9.8,2.96,7.8,6,3.61
"Female",24,"Psychology",62.3,3.9,3.63,5.3,6,3.41
"Female",22,"Engineering",74.7,7,2.73,8,11,2.91
"Male",22,"Economics",74.8,5.5,2.36,7.5,3,2.55
"Male",21,"Psychology",79.4,6.3,2.4,6,10,2.51
"Female",21,"Engineering",71.1,1.9,2.24,8.4,12,2.04
"Male",23,"Computer Science",77,4,2.45,8.1,7,2.53
"Male",18,"Computer Science",62.3,6.4,2.51,6.5,11,2.69
"Male",18,"Business",93.2,7,3.79,7.8,8,4
"Female",20,"Engineering",83.8,6.6,3.08,5,11,3.38
"Male",20,"Engineering",59.4,2.6,2.92,7.7,6,2.59
"Male",22,"Psychology",72.5,1.3,2.38,4.8,8,2.02
"Female",22,"Psychology",90,1.7,3.03,7.2,10,3.24
"Male",19,"Engineering",76.9,4.1,2.23,8,8,2.41
"Male",19,"Business",74.5,4.4,2.92,7.5,8,2.85
"Male",18,"Engineering",83.9,4.1,4,9.3,4,4
"Male",20,"Economics",90.2,1.9,3.43,5.8,5,3.52
"Female",18,"Psychology",63.5,2.9,3,7.6,6,2.81
"Male",18,"Engineering",93.3,9.7,3.45,4,15,4
"Male",20,"Psychology",73,5,2.84,6.2,8,2.81
"Female",24,"Engineering",84.7,3.9,2.7,6.5,7,2.98
"Female",19,"Mathematics",84.5,9.6,3.95,9.4,5,4
"Female",23,"Psychology",77.1,10.8,2.53,7,10,3.1
"Male",23,"Business",69.6,3.1,2.92,8.4,9,2.86
"Male",23,"Mathematics",80.7,5.1,3.25,5.6,11,3.72
"Female",20,"Economics",100,1.5,2.63,6.5,6,2.88
"Female",21,"Engineering",64.6,1.2,3.43,5.7,7,3.12
"Male",21,"Economics",100,3.6,2.95,5.5,7,3.21
"Male",21,"Psychology",81.1,1.8,3.43,5.6,9,3.41
"Male",22,"Mathematics",85.5,2.9,3.39,6.1,4,3.53
"Female",19,"Economics",68.7,4.8,2.98,10,8,2.82
"Male",19,"Business",73.4,8.5,3.96,6.9,13,4
"Male",24,"Psychology",77.5,5.1,2.77,5,10,2.64
"Male",24,"Mathematics",69.3,3.1,3.77,6.2,1,3.72
"Female",22,"Economics",81.9,11.2,3.69,8.5,6,4
"Female",18,"Mathematics",78.9,4.3,3.99,5.9,10,3.76
"Male",24,"Mathematics",100,7,3.19,9.2,4,3.43
"Female",23,"Economics",67.5,7.4,2.71,8.5,11,3
"Female",21,"Computer Science",86.5,3.9,4,6.7,11,4
"Male",23,"Engineering",88.7,0.6,2.93,6,11,3.08
"Male",21,"Psychology",68.9,1.2,2.69,5.6,9,2.49
"Male",23,"Psychology",95.3,2.7,3.01,7.3,10,3.32
"Female",18,"Psychology",79,2.8,2.61,7.6,9,2.44
"Female",23,"Mathematics",47.6,4,3.36,9,17,2.74
"Female",23,"Economics",94.9,3.5,2.8,7.5,9,3.26
"Female",20,"Engineering",68.2,3.6,2.96,6.5,13,3.01
"Male",23,"Business",69.3,4.2,3.58,9.1,7,3.69
"Female",20,"Psychology",95.3,4.6,3.41,8.2,10,3.55
"Male",19,"Economics",79.8,1.3,3.11,6,10,3.16
"Male",22,"Engineering",98.8,4.6,3.19,6.9,10,3.64
"Female",23,"Engineering",100,6,3.11,8,4,3.6
"Female",19,"Computer Science",75.3,11.2,2.88,7.5,4,3.33
"Male",24,"Economics",96.9,4.5,3.1,5.5,5,3.22
"Female",24,"Psychology",73.7,6.8,3.35,7.3,5,3.6
"Female",20,"Mathematics",100,5.7,3.04,6,5,3.43
"Male",23,"Engineering",74.6,2.5,3.31,7.1,6,3.11
"Female",23,"Engineering",100,4.7,2.68,5.1,6,2.85
"Male",18,"Business",97.7,9.1,2.8,5.7,13,3.28
"Male",19,"Computer Science",89.7,8.9,2.73,10,7,3.42
"Male",21,"Engineering",74.9,8.8,2.82,6.4,11,3.08
"Female",21,"Engineering",82.7,14,3.74,8.7,9,4
"Female",18,"Mathematics",52.7,6,3.46,6.8,9,3.47
"Male",20,"Mathematics",88.4,3.2,2.56,5.2,3,2.58
"Male",21,"Business",90.2,6.1,3.32,5.4,12,3.53
"Female",21,"Economics",87,2.3,2.9,5.8,4,3.05
"Male",24,"Business",40.4,5.5,2.76,10,10,2.32
"Female",24,"Business",66,2.2,2.36,6.7,3,2.35
"Female",22,"Mathematics",73.8,2.7,3.59,7.3,6,3.44
"Male",19,"Economics",89.4,1.2,2.42,8,6,2.69
"Female",20,"Mathematics",89.3,5.3,3.07,7.8,6,3.33
"Male",23,"Computer Science",82.4,8.6,2.63,8.3,5,3.23
"Female",19,"Psychology",94.5,4.5,3.49,6.2,3,3.96
"Female",20,"Psychology",69.6,4.2,2.93,5.2,11,3.06
"Female",21,"Computer Science",94.2,2.8,3.03,5.6,8,3.05
"Male",22,"Psychology",92.1,7.2,3.05,4.7,10,3.48
"Female",19,"Economics",90.7,7.8,3.25,6.2,5,3.87
"Male",21,"Mathematics",82.3,1.5,3.11,4,9,3.4
"Male",20,"Psychology",100,4.7,3.08,8.1,14,3.36
"Male",19,"Economics",92.4,7,2.84,7.9,8,3.52
"Female",23,"Mathematics",70.5,3.1,2.31,5.5,10,2.06
"Male",19,"Economics",88.7,1.4,2.54,4.9,6,2.63
"Female",21,"Computer Science",96.3,2.1,3.46,9.3,16,3.22
"Female",19,"Business",76.2,9.4,2.95,8.4,10,3.03
"Male",23,"Computer Science",100,7.7,2.77,6.6,10,3.22
"Female",22,"Psychology",90.7,8.2,2.4,6,9,3.03
"Male",22,"Mathematics",49.9,1.7,2.24,7.1,8,1.87
"Female",21,"Economics",89.5,7,2.75,4.8,9,3.02
"Female",20,"Psychology",78.9,9.7,3.54,7.4,10,3.69
"Male",21,"Psychology",93.1,2.7,2.82,5.2,7,3.17
"Female",22,"Business",99.2,3.7,3.3,4,6,3.46
"Male",18,"Psychology",87.9,4.9,2.8,5.8,4,2.95
"Male",18,"Business",100,5.3,3.42,5.5,10,3.59
"Female",19,"Mathematics",82.3,3.3,2.92,9.7,6,3.04
"Male",23,"Mathematics",94.4,7.4,2.48,9.5,4,2.79
"Male",24,"Economics",97.1,5.8,2.97,5.3,13,3.22
"Male",24,"Business",83.5,2.4,4,6.8,5,4
"Female",24,"Computer Science",96.7,7.2,3.99,6,5,4
"Male",19,"Mathematics",76.1,3.9,3.34,9.8,7,3.39
"Male",18,"Economics",78.7,6,3.03,4.3,8,2.89
"Female",22,"Computer Science",65.3,2.5,3.25,7.7,5,3.1
"Female",19,"Mathematics",88.6,2.6,3.26,8.9,9,3.52
"Male",24,"Mathematics",89.9,1.3,3.08,6.2,12,3.15
"Male",24,"Economics",100,8,3.32,7,9,3.97
"Male",21,"Economics",96.9,6.8,3.2,8.6,6,3.6
"Male",24,"Engineering",80.7,4.9,2.94,5.3,6,3.39
"Male",23,"Psychology",67.3,1.7,2.5,8,9,2.24
"Female",24,"Psychology",91.5,8.7,2.87,4.7,8,3.47
"Female",21,"Computer Science",100,5.9,3.5,4.6,9,3.87
"Female",24,"Psychology",96.3,3.3,3.08,8.3,11,3.28
"Male",23,"Computer Science",100,5.1,3.25,5.5,8,3.41
"Female",22,"Mathematics",81.8,3.8,2.96,7.3,6,3.19
"Male",19,"Engineering",78,5.9,2.57,5.2,5,2.73
"Female",23,"Engineering",73.9,2.2,2.98,7.4,8,2.8
"Female",21,"Mathematics",84.2,0.9,2.59,4.5,10,2.7
"Male",19,"Economics",83.8,5.6,2.56,8.9,8,2.77
"Female",19,"Business",88.1,6.1,3.7,8.2,4,4
"Male",21,"Business",83.1,1.3,2.89,6.1,6,3.01
"Female",18,"Psychology",83,0.6,2.73,4.2,11,2.75
"Male",24,"Economics",73.3,4.9,3.91,6.7,9,4
"Male",23,"Computer Science",99.1,5.7,3.51,6.5,9,3.76
"Female",21,"Engineering",86.1,3.7,2.91,6.2,7,3.41
"Male",22,"Psychology",82.4,2.3,3.31,8.6,6,3.4
"Female",20,"Mathematics",73.8,11.3,2.98,8.8,9,3.33
"Male",21,"Economics",65,5.4,2.75,7.6,10,2.76
"Female",24,"Engineering",100,7.9,3.34,9.2,7,3.73
"Female",24,"Computer Science",93.3,2,2.94,4,5,3.07
"Male",19,"Computer Science",60.6,8.6,3.14,6.5,6,3.5
"Male",19,"Business",96.4,5.3,3.61,6.5,8,4
"Male",21,"Psychology",98.8,10.6,3.56,8.3,8,4
"Male",20,"Mathematics",86.9,6,2.82,6.5,8,3.2
"Male",21,"Engineering",100,4.5,3.34,7.8,4,3.55
"Female",20,"Computer Science",88.3,4,2.54,6.3,8,3.06
"Female",20,"Engineering",63.7,2.8,3.33,6,9,3.13
"Female",24,"Mathematics",90.5,4,3.17,8.2,11,3.57
"Female",24,"Engineering",88.7,6.1,3.29,7,4,3.56
"Female",24,"Psychology",76,6.7,2.95,7.5,6,3.33
"Female",22,"Business",93.6,2.5,4,5.1,9,3.98
"Male",24,"Engineering",60,1.5,2.65,8,9,2.38
"Female",23,"Economics",99.9,5.1,3.59,5.4,13,3.9
"Female",19,"Business",71.8,1.2,2.58,9.6,7,2.46
"Female",19,"Mathematics",70.2,4.1,3.35,6.6,11,3.35
"Male",20,"Business",83.3,1.7,3.39,6.4,9,3.67
"Male",19,"Engineering",91.5,6.5,3.13,8.3,5,3.64
"Male",18,"Engineering",87.5,3.2,2.85,6.9,6,3.28
"Female",20,"Economics",73.9,3.5,3.17,8.1,9,3.25
"Male",19,"Computer Science",77.4,1.5,3.23,6.6,6,3.02
"Male",18,"Economics",68,7.5,3.99,8.1,17,3.7
"Female",22,"Engineering",81.6,4.7,2.66,6.9,6,3.08
"Male",19,"Business",100,4.8,2.82,8.3,10,3.2
"Male",18,"Economics",84.9,1.8,3.24,8.7,9,3.22
"Male",21,"Economics",97.9,1.1,2.97,4.6,7,2.95
